id,en_sent,en_amr,cn_sent,cn_amr,fa_sent,fa_amr
917,Chapter 16 .,( / ),XVI 。,( / ),فصل ۱۶,( / )
918,So then the seventh planet was the Earth .,( / : ord ( / ordinal-entity : value 7 ) : domain ( / : : ( / : ) ) : ( / ) ),第七 个 行星 ， 于是 就 是 地球 了 。,( / : ( ) ( / : domain ( ) ( / : ord ( ) ( / ordinal-entity : value ( ) ( / 7 ) ) : ( ) ( / ) ) : ( ) ( / ) : ( ) ( / ) ) ),بنابراين سياره هفتم زمين شد.,( / : ord ( / ordinal-entity : value 7 ) : ( / ) : domain ( / : : ( / : ) ) )
919,The Earth is not just an ordinary planet !,( / : mod ( / : mod ( / : polarity - ) ) : domain ( / : : ( / : ) ) ),地球 可 不 是 一 颗 普通 的 行星 ！,( / : mod ( ) ( / ) : ( ) ( / ) : ( ) ( / ) : domain ( ) ( / ) : polarity ( ) ( / - ) : mod ( ) ( / ) : ( ) ( / ) ),زمين سياره گمنامی نيست.,( / : domain ( / ) : mod ( / : polarity - ) )
920,"One can count , there 111 kings ( not forgetting , to be sure , the Negro kings among them ) , 7000 geographers , 900,000 businessmen , 7,500,000 tipplers , 311,000,000 conceited men - - that is to say , about 2,000,000,000 grown - ups .",( ) 7000 - - - : : : : : : ( / : arg1 ( / : op1 ( / : ( / ) : arg1 ( / : op1 ( / : quant : arg0-of ( / : ( / ) ) ) : op2 ( / : quant 7000 ) : op3 ( / : quant 900000 ) : op4 ( / : quant 7500000 : arg0-of ( / ) ) : ( / : quant 311000000 : mod ( / ) ) : mod ( / : quant ( / : op1 2000000000 ) ) ) : location ( / ) ) : op2 ( / : polarity - : : arg1 ( / : ( / : ) : arg0-of ( / : ( / ) ) ) : ( / ) ) ) ),它 上面 有 一百一十一 个 国王 （ 当然 ， 没有 漏掉 黑人 国王 ） ， 七千 个 地理学家 ， 九十万 个 实业家 ， 七百五十万 个 酒鬼 ， 三亿一千一百万 个 爱 虚荣 的 人 ， 也 就 是 说 ， 大约 有 二十亿 的 大人 。,( / : ( ) ( / : location ( ) ( / ) ) : arg1 ( ) ( / : op1 ( ) ( / : quant ( ) ( / ) : ( ) ( / ) : arg0-of ( ) ( / : arg1 ( ) ( / : polarity ( ) ( / - ) : mod ( ) ( / ) : arg1 ( ) ( / : mod ( ) ( / ) ) ) ) ) : op2 ( ) ( / : quant ( ) ( / 7000 ) : ( ) ( / ) ) : op3 ( ) ( / : quant ( ) ( / 900000 ) : ( ) ( / ) ) : op4 ( ) ( / : quant ( ) ( / 7500000 ) : ( ) ( / ) ) : ( ) ( / : arg0-of ( ) ( / : arg1 ( ) ( / ) ) : quant ( ) ( / 311000000 ) : ( ) ( / ) ) ) : arg0-of ( ) ( / : arg1 ( ) ( / : mod ( ) ( / ) : arg1 ( ) ( / : quant ( ) ( / 2000000000 ) ) ) ) ),"در آنجا صدويازده پادشاه (البته پادشاهان سياه‌پوست فراموش نشوند) و هفت‌هزار جغرافی‌دان و نهصد‌هزار کارفرما و هفت‌ميليون‌ونيم مست و سيصدويازده‌ميليون خودپسند، يعنی جمعا نزديک به دو ميليارد ""آدم‌بزرگ"" وجود دارد.",( ) ( / : arg1 ( / : op1 ( / : quant : arg0-of ( / : ( / : ( / : polarity - : arg1 ( / : mod ( / ) ) ) ) ) ) : op2 ( / : quant 7000 ) : op3 ( / : quant 900000 ) : op4 ( / : quant 7500000 ) : ( / : quant 311000000 ) : mod ( / : quant ( / : op1 2000000000 ) ) ) : location ( / ) )
921,"To give you an idea of the size of the Earth , I will tell you that before the invention of electricity it was necessary to maintain , over the whole of the six continents , a veritable army of 462,511 lamplighters for the street lamps .",( / : arg0 ( / ) : arg1 ( / : arg2 ( / : arg1 ( / : ( / : quant 462511 : ( / : arg1 ( / ) ) ) : mod ( / ) ) : location ( / : op1 ( / : quant ( / : op1 6 ) ) ) : purpose ( / : location ( / ) ) ) : time ( / : op1 ( / : arg1 ( / ) ) ) ) : arg2 : purpose ( / : arg1 ( / : topic ( / : arg1 ( / : : ( / : op1 ) ) ) ) : arg2 ( / ) ) ),为了 使 你们 对 地球 的 大小 有 一 个 概念 ， 我 想 要 告诉 你们 ： 在 发明 电 之前 ， 在 六 个 大洲 上 ， 为了 点 路灯 ， 需要 维持 一 支 为数 四十六万二千五百一十一 人 的 真正 大军 。,( / : arg0 ( ) ( / ) : arg1 ( ) ( / : arg1 ( ) ( / : arg1 ( ) ( / : arg1 ( ) ( / : mod ( ) ( / ) : mod ( ) ( / : quant ( ) ( / 462511 ) ) : quant ( ) ( / ) : ( ) ( / ) ) ) : purpose ( ) ( / : arg1 ( ) ( / ) ) : location ( ) ( / : quant ( ) ( / 6 ) : ( ) ( / ) ) : time ( ) ( / : op1 ( ) ( / : arg1 ( ) ( / ) ) ) ) : arg2 ( ) ( / ) ) : purpose ( ) ( / : arg2 ( ) ( / : arg0 ( ) ( / ) : arg1 ( ) ( / : quant ( ) ( / ) : ( ) ( / ) : topic ( ) ( / : ( ) ( / ) ) ) ) ) ),برای آنکه مقياسی از اندازه‌های زمين به شما بدهم، می‌گويم که پيش از اختراع برق می‌بايست در هر شش قاره لشکری بزرگ مرکب از چهارصدوشصت‌ودوهزاروپانصدويازده فانوس‌افروز نگاه داشت.,( / : arg0 ( / ) : arg1 ( / : arg1 ( / : arg1 ( / : mod ( / ) : ( / : quant 462511 ) ) : location ( / : quant ( / : op1 6 ) ) ) : time ( / : op1 ( / : arg1 ( / ) ) ) ) : purpose ( / : arg0 : arg1 ( / : topic ( / : mod ( / : : ( / : op1 ) ) ) ) : arg2 ( / ) ) )
922,"Seen from a slight distance , that would make a splendid spectacle .",( / : ( / ) : arg1 ( / : mod ( / ) ) : ( / : arg1 : manner ( / : : degree ( / ) ) ) ),从 稍 远 的 地方 看 过去 ， 它 给 人 以 一 种 壮丽 辉煌 的 印象 。,( / : ( ) ( / ) : ( ) ( / ) : arg1 ( ) ( / : ( ) ( / : arg1 ( ) ( / : ( ) ( / ) : ( ) ( / ) ) ) : ( ) ( / ) : ( ) ( / ) ) : manner ( ) ( / : ( ) ( / : mod ( ) ( / : degree ( ) ( / ) ) ) : ( ) ( / ) ) ),تماشای اين صحنه از کمی دورتر از تاثير بسيار جالبی می‌کرد.,( / : arg1 ( / : arg1 ( / : mod ( / ) ) : manner ( / : degree ( / ) ) ) : mod ( / : degree ( / ) ) )
923,The movements of this army would be regulated like those of the ballet in the opera .,( / : ( / : arg0 ( / : mod ( / ) ) : ( / : ( / : arg0 ( / : ( / ) ) ) ) ) ),这 支 军队 的 行动 就 象 歌剧院 的 芭蕾舞 动作 一样 ， 那么 有条不紊 。,( / : ( ) ( / ) : arg0 ( ) ( / : arg0 ( ) ( / : mod ( ) ( / ) : ( ) ( / ) ) ) : ( ) ( / : ( ) ( / : mod ( ) ( / : ( ) ( / ) ) ) : mod ( ) ( / ) ) ),"حرکات اين لشکر مانند حرکات رقاصان ""اپرا"" منظم می‌بود.",( / : ( / : arg0 ( / : mod ( / ) ) : ( / : ( / : arg0 ( / : ( / ) ) ) ) ) )
924,First would come the turn of the lamplighters of New Zealand and Australia .,( / : arg1 ( / : arg1 ( / : ( / : op1 ( / : : ( / : op1 : op2 ) ) : op2 ( / : : ( / : op1 ) ) ) : ( / : arg1 ( / ) ) ) ) : time ( / ) ),首先 出现 的 是 新西兰 和 澳大利亚 的 点灯人 。,( / : ( ) ( / : arg1 ( ) ( / ) ) : ( ) ( / : op1 ( ) ( / ) : op2 ( ) ( / ) ) : ( ) ( / : ( ) ( / : time ( ) ( / ) ) ) ),ابتدا نوبت به فانوس‌افروزان زلاندجديد و استراليا می‌رسيد.,( / : arg1 ( / ) : ( / : ( / : op1 ( / : ( / ) ) : op2 ( / ) ) ) : time ( / ) )
925,"Having set their lamps alight , these would go off to sleep .",( / : arg0 ( / ) : ( / : arg0 ) : ( / : ( / : arg0 : arg1 ( / : ) ) ) ),点着 了 灯 ， 随后 他们 就 去 睡觉 了 。,( / : arg1 ( ) ( / : ( ) ( / ) : arg1 ( ) ( / ) ) : ( ) ( / : arg1 ( ) ( / : ( ) ( / ) : arg0 ( ) ( / ) ) : arg0 ( ) ( / ) : ( ) ( / ) ) ),سپس همينکه ايشان چراغهای خود را روشن می‌کردند،‌ می‌رفتند بخوابند.,( / : arg0 ( / ) : ( / : arg0 ) : ( / : arg0 : arg1 ( / : ) ) )
926,"Next , the lamplighters of China and Siberia would enter for their steps in the dance , and then they too would be waved back into the wings .",( / : op1 ( / : arg0 ( / : ( / : arg1 ( / ) ) : ( / : op1 ( / : : ( / : op1 ) ) : op2 ( / : : ( / : op1 ) ) ) ) : ( / ) : ( / : : ( / ) ) ) : op2 ( / : arg1 : ( / : ( / : op1 ( / ) ) ) : ( / ) : ( / ) ) ),于是 就 轮到 中国 和 西伯利亚 的 点灯人 走上 舞台 。 随后 ， 他们 也 藏到 幕布 后面 去 了 。,( / : ( ) ( / : ( ) ( / : arg1 ( ) ( / : arg0 ( ) ( / : ( ) ( / : arg1 ( ) ( / ) ) : ( ) ( / : op1 ( ) ( / ) : op2 ( ) ( / ) ) ) : arg1 ( ) ( / ) ) : ( ) ( / ) ) ) : ( ) ( / : ( ) ( / : arg1 ( ) ( / ) : ( ) ( / : op1 ( ) ( / ) ) : ( ) ( / ) : ( ) ( / ) ) ) ),آن وقت، فانوس‌افروزان چين و سيبری به نوبه خود به رقص در می‌آمدند و بعد، ايشان نيز در پشت صحنه ناپديد می‌شدند.,( / : op1 ( / : arg0 ( / : ( / : op1 ( / : : ( / : op1 ) ) : op2 ( / : : ( / : op1 ) ) ) ) : ( / : ( / ) ) : ( / ) ) : op2 ( / : arg1 : ( / ) : ( / : op1 ( / ) ) : ( / ) ) )
927,"After that would come the turn of the lamplighters of Russia and the Indies ; then those of Africa and Europe , then those of South America ; then those of South America ; then those of North America .",( / : arg1 ( / : ( / : ( / : arg1 ( / ) ) : ( / : : ( / : op1 : op2 ) ) ) : ( / : op1 ( / : ( / : : ( / : : ( / : op1 : op2 ) ) ) : ( / : op1 ( / : ( / : : ( / : op1 ( / : : ( / : op1 ) ) : op2 ( / : : ( / : op1 ) ) ) ) : ( / : op1 ( / : ( / : : ( / : op1 ( / : : ( / : op1 ) ) : op2 ( / : : ( / : op1 ) ) ) ) ) ) ) ) ) ) ) ),于是 就 又 轮到 俄罗斯 和 印度 的 点灯人 了 。 然后 就 是 非洲 和 欧洲 的 。 接着 是 南美 的 ， 再 就 是 北美 的 。,( / : ( ) ( / : ( ) ( / : arg1 ( ) ( / : ( ) ( / : arg1 ( ) ( / ) ) : ( ) ( / : op1 ( ) ( / ) : op2 ( ) ( / ) ) ) : ( ) ( / ) : ( ) ( / ) ) ) : ( ) ( / : ( ) ( / : ( ) ( / : op1 ( ) ( / ) : op2 ( ) ( / ) ) : ( ) ( / ) : ( ) ( / ) ) ) : ( ) ( / : ( ) ( / : ( ) ( / ) : ( ) ( / ) ) : ( ) ( / : ( ) ( / ) : ( ) ( / ) : ( ) ( / ) ) ) ),آنگاه نوبت به فانوس‌افروزان روسيه و هند می‌رسيد. سپس فانوس‌افروزان آفريقا و اروپا می‌آمدند. پس از آن، فانوس‌افروزان آمريکای جنوبی، و از آن پس فانوس‌افروزان آمريکای شمالی پيدا می‌شدند.,( / : arg1 ( / ) : ( / : : ( / : op1 ) ) : ( / : op1 ( / : arg1 ( / : ( / : : ( / : op1 ) ) ) : ( / : op1 ( / : arg1 ( / : ( / : op1 ( / : : ( / : op1 ) ) : op2 ( / : : ( / : op1 ) ) ) : ( / : op1 ( / : arg1 ( / : ( / : ( / : op1 ( / : : ( / : op1 ) ) : op2 ( / : ( / : op1 ) ) ) ) ) ) ) ) ) ) ) ) )
928,And never would they make a mistake in the order of their entry upon the stage .,( / : ( / : polarity - : arg0 ( / ) : arg1 ( / : arg1 ( / : arg0 : arg1 ( / ) ) ) : time ( / ) ) ),他们 从来 也 不 会 搞 错 他们 上场 的 次序 。,( / : arg0 ( ) ( / : arg0 ( ) ( / ) : arg1 ( ) ( / : ( ) ( / : arg0 ( ) ( / ) ) ) ) : polarity ( ) ( / - ) : ( ) ( / ) : time ( ) ( / ) ),و هرگز در ترتيب ورودشان به صحنه اشتباهی روی نمی‌داد.,( / : ( / : polarity - : arg1 ( / : arg1 ( / : ( / : arg0 ( / ) : arg1 ( / ) ) ) ) : time ( / ) ) )
929,It would be magnificent .,( / : ( / ) ),真 了不起 。,( / : ( ) ( / ) ),چه منظره باشکوهی می‌بود!,( / : ( / ) )
930,"Only the man who was in charge of the single lamp at the North Pole , and his colleague who was responsible for the single lamp at the South Pole - - only these two would live free from toil and care : they would be busy twice a year .",( / : arg0 ( / : op1 ( / : ( / : ( / : ( / ) : location ( / : : ( / : op1 : op2 ) ) ) ) : mod ( / ) ) : op2 ( / : poss : arg0-of ( / : arg1 ( / : ( / ) ) : location ( / : : ( / : op1 : op2 ) ) ) ) : mod ( / : quant 2 : mod ( / ) : mod ( / ) ) ) : ( / : arg1 : ( / : op1 ( / ) : op2 ( / ) ) ) : ( / : arg0 ( / : arg1 : frequency ( / rate-entity-91 : arg1 2 : ( / temporal-quantity : quant 1 : unit ( / ) ) ) ) ) ),北极 仅 有 一 盏 路灯 ， 南极 也 只 有 一 盏 ； 唯独 北极 的 点灯人 和 他 南极 的 同行 ， 过 着 闲逸 、 懒散 的 生活 ： 他们 每 年 只 工作 两 次 。,( / : op1 ( ) ( / : op1 ( ) ( / : arg0 ( ) ( / ) : mod ( ) ( / ) : arg1 ( ) ( / : quant ( ) ( / 1 ) : ( ) ( / ) ) ) : op2 ( ) ( / : arg0 ( ) ( / ) : mod ( ) ( / ) : mod ( ) ( / ) : arg1 ( ) ( / : quant ( ) ( / 1 ) : ( ) ( / ) ) ) ) : op2 ( ) ( / : arg1 ( ) ( / : mod ( ) ( / : op1 ( ) ( / ) : op2 ( ) ( / ) ) ) : ( ) ( / ) : arg0 ( ) ( / : op1 ( ) ( / : arg0-of ( ) ( / : arg1 ( ) ( / ) ) : location ( ) ( / ) ) : op2 ( ) ( / : location ( ) ( / ) : poss ( ) ( / ) ) ) : mod ( ) ( / ) : arg0-of ( ) ( / : arg1 ( ) ( / : arg0 ( ) ( / ) : frequency ( ) ( / rate-entity-91 : arg1 ( ) ( / 2 ) : ( ) ( / temporal-quantity : quant ( ) ( / 1 ) : unit ( ) ( / ) ) ) : mod ( ) ( / ) ) ) ) ),تنها افروزنده يگانه فانوس قطب شمال و همکارش افروزنده يگانه فانوس قطب جنوب عمری به بيکاری و مهملی بسر می‌بردند: چون سالی دوبار کار داشتند.,( / : arg0 ( / : op1 ( / : arg0-of ( / : arg1 ( / : mod ( / : location ( / : : ( / : op1 ) ) ) ) ) ) : op2 ( / : poss : mod ( / : arg0-of ( / : arg1 ( / : mod ( / ) : location ( / : : ( / : op1 ) ) ) ) ) ) : mod ( / ) ) : ( / : op1 ( / ) : op2 ( / ) ) : ( / ) : ( / : arg0 ( / : arg0 : arg1 ( / ) : frequency ( / rate-entity-91 : arg1 2 : ( / temporal-quantity : quant 1 : unit ( / ) ) ) ) ) )
931,Chapter 17 .,( / ),XVII 。,( / ),فصل ۱۷,( / )
932,"When one wishes to play the wit , he sometimes wanders a little from the truth .",( / : arg0 : arg1 ( / : ( / ) ) : time ( / : arg0 ( / ) : arg1 ( / : arg0 : arg1 ( / ) ) ) : degree ( / ) : ( / ) ),当 人们 想要 说 得 俏皮 些 的 时候 ， 说话 就 可能 会 不 大 实在 。,( / : arg0 ( ) ( / : arg0 ( ) ( / : degree ( ) ( / ) : ( ) ( / ) : arg0 ( ) ( / ) ) ) : ( ) ( / ) : time ( ) ( / : arg1 ( ) ( / : ( ) ( / : degree ( ) ( / ) ) : arg0 ( ) ( / ) ) : arg0 ( ) ( / ) ) ),وقتی بخواهند خود را زرنگ جلوه بدهند، چه بسا که کمی دروغگو از آب درآيند.,( / : arg1 ( / ) : ( / : ( / ) ) : degree ( / ) : time ( / : arg0 : arg1 ( / : arg0 : arg1 : ( / ) ) ) )
933,I have not been altogether honest in what I have told you about the lamplighters .,( / : ( / ) : ( / : ( / : : arg2 ( / ) : ( / : arg0-of ( / : ( / ) ) ) ) ) : degree ( / : polarity - ) ),在 给 你们 讲 点灯人 的 时候 ， 我 就 不 那么 忠实 ，,( / : ( ) ( / ) : degree ( ) ( / ) : polarity ( ) ( / - ) : ( ) ( / ) : ( ) ( / : arg2 ( ) ( / ) : ( ) ( / : arg0-of ( ) ( / : ( ) ( / ) ) ) : ( ) ( / ) ) ),من در صحبتی که از فانوس‌افروزان برای شما کردم خيلی صادق نبودم.,( / : ( / : arg0-of ( / : arg2 ( / ) : ( / ) ) ) : degree ( / : polarity - ) )
934,And I realize that I run the risk of giving a false idea of our planet to those who do not know it .,( / : ( / : arg0 ( / ) : arg1 ( / : arg0 : ( / : arg0 : arg1 ( / : mod ( / ) : ( / : ( / ) ) ) : ( / : arg0-of ( / : polarity - : arg1 ) ) ) ) ) ),很 可能 给 不 了解 我们 这个 星球 的 人们 造成 一 个 错误 的 概念 。,( / : ( ) ( / ) : arg0 ( ) ( / : arg1 ( ) ( / : ( ) ( / ) : ( ) ( / ) : mod ( ) ( / ) ) : ( ) ( / : arg0-of ( ) ( / : arg1 ( ) ( / : mod ( ) ( / ) : ( ) ( / ) ) : polarity ( ) ( / - ) ) ) ) ),می‌ترسم در کسانی که سياره ما را نمی‌شناسند، تصور نادرستی بوجود آورده باشم.,( / : arg0 ( / ) : arg1 ( / : arg0 : arg1 ( / : mod ( / ) ) : ( / : arg0-of ( / : polarity - : arg1 ( / : ( / ) ) ) ) ) )
935,Men occupy a very small place upon the Earth .,( / : arg0 ( / ) : ( / : ( / : degree ( / ) ) : location ( / : : ( / : ) ) ) ),在 地球 上 ， 人们 所 占 的 位置 非常 小 。,( / : arg0 ( ) ( / : ( ) ( / : arg0 ( ) ( / ) ) ) : degree ( ) ( / ) : location ( ) ( / ) ),آدمها روی زمين جای بسيار کمی را اشغال کرده‌اند.,( / : arg0 ( / ) : ( / : ( / : degree ( / : location ( / : : ( / : ) ) ) ) ) )
936,"If the two billion inhabitants who people its surface were all to stand upright and somewhat crowded together , as they do for some big public assembly , they could easily be put into one public square twenty miles long and twenty miles wide .",( / : arg1 ( / : arg1 : arg2 ( / : ( / ) : ( / : arg2 ( / : quant 20 : unit ( / ) ) ) : ( / : ( / : quant 20 : unit ( / ) ) ) ) : ( / ) ) : condition ( / : arg0 ( / : quant 2000000000 : arg0-of ( / ) : ( / : arg1 ( / : ( / ) ) ) : ( / ) ) : ( / : arg2 ( / : arg0 : ( / : ( / ) : ( / ) : ( / ) ) ) ) : manner ( / : op1 ( / ) : op2 ( / : manner ( / ) : degree ( / ) ) ) ) ),如果 住 在 地球 上 的 二十亿 居民 全 站 着 ， 并且 象 开 大会 一样 靠 得 紧 些 ， 那么 就 可以 从容 地 站 在 一 个 二十 海里 见方 的 广场 上 。,( / condition : arg1 ( ) ( / : op1 ( ) ( / : ( ) ( / ) : arg0 ( ) ( / : quant ( ) ( / 2000000000 ) : arg0-of ( ) ( / : arg1 ( ) ( / ) ) ) ) : op2 ( ) ( / : degree ( ) ( / : degree ( ) ( / ) ) : manner ( ) ( / : arg1 ( ) ( / : arg1 ( ) ( / ) ) ) ) ) : arg2 ( ) ( / : arg0 ( ) ( / : manner ( ) ( / ) : arg1 ( ) ( / : quant ( ) ( / ) : ( ) ( / ) : ( ) ( / : op1 ( ) ( / : quant ( ) ( / 20 ) : unit ( ) ( / ) ) : op2 ( ) ( / : quant ( ) ( / 20 ) : unit ( ) ( / ) ) ) ) ) ) ),اگر دو ميليارد آدميزادی که در زمين ساکنند، ايستاده و قدری فشرده به هم بمانند - همچنانکه برای ميتينگ - به آسانی می‌توانند در يک ميدان عمومی به درازای بيست‌ مايل و به پهنای بيست‌ مايل جا بگيرند،,( / : arg0 ( / : quant 2000000000 : arg0-of ( / : arg1 ( / : : ( / : op1 ) ) ) ) : arg1 ( / : arg1 : arg2 ( / : ( / ) : arg0-of ( / : arg1 ( / : op1 ( / : quant 20 ) : op2 ( / : quant 20 ) : unit ( / ) ) ) ) ) : manner ( / : op1 ( / ) ) : condition ( / : arg0 : manner ( / : op1 ( / ) : op2 ( / : degree ( / ) : manner ( / ) ) ) : ( / : arg2 ( / : arg0 : ( / ) ) ) ) )
937,All humanity could be piled up on a small Pacific islet .,( / : arg1 ( / : arg1 ( / : mod ( / ) ) : ( / : mod ( / ) : location ( / : : ( / : ) ) ) ) ),也 就是 说 可以 把 整个 人类 集中 在 太平洋 中 一 个 最 小 的 岛屿 上 。,( / : arg1 ( ) ( / : ( ) ( / : ( ) ( / : mod ( ) ( / ) ) : arg1 ( ) ( / : mod ( ) ( / : ( ) ( / ) ) : location ( ) ( / ) : ( ) ( / ) : ( ) ( / ) ) ) ) ),يعنی می‌توان جامعه بشريت را در کوچکترين جزيره اقيانوس آرام توده کرد.,( / : arg1 ( / : arg1 ( / : mod ( / ) ) : ( / : ( / : ( / ) : ( / ) ) : location ( / : : ( / : ) ) ) ) )
938,"The grown - ups , to be sure , will not believe you when you tell them that .",( / : polarity - : arg0 ( / ) : arg1 ( / ) : ( / : arg0 : arg1 ( / ) : ) : ( / ) ),当然 ， 大人们 是 不 会 相信 你们 的 。,( / : polarity ( ) ( / - ) : arg0 ( ) ( / : arg0 ( ) ( / ) : arg1 ( ) ( / ) ) : ( ) ( / ) : ( ) ( / ) ),آدم‌بزرگها مسلما حرف شما را باور نخواهند کرد.,( / : polarity - : arg0 ( / ) : arg1 ( / : arg0 ( / ) ) )
939,They imagine that they fill a great deal of space .,( / : arg0 ( / ) : arg1 ( / : arg1 ( / : ( / : ( / ) ) ) : ) ),他们 自以为 要 占 很 大 地方 ，,( / : arg0 ( ) ( / ) : arg1 ( ) ( / : arg0 ( ) ( / : arg1 ( ) ( / : ( ) ( / : ( ) ( / ) ) ) ) ) ),ايشان خيال می‌کنند جای زيادی اشغال کرده‌اند.,( / : arg0 ( / ) : arg1 ( / : arg0 : arg1 ( / : ( / ) ) ) )
940,They fancy themselves as important as the baobabs .,( / : arg0 ( / ) : arg1 ( / : : ( / ) : ( / ) ) ),他们 把 自己 看 得 象 猴面包树 那样 大 得 了不起 。,( / : arg0 ( ) ( / ) : arg1 ( ) ( / ) : ( ) ( / : ( ) ( / : ( ) ( / : arg1 ( ) ( / ) ) ) ) ),خود را به عظمت درختان بائوباب می‌بينند.,( / : arg0 ( / : ( / : ( / ) : ( / ) : ( / : ( / ) ) ) ) : arg1 )
941,"You should advise them , then , to make their own calculations .",( / : arg1 ( / : arg0 ( / ) : arg1 ( / ) : arg2 ( / : arg0 ) ) : arg2 ),你们 可以 建议 他们 计算 一下 。,( / : arg0 ( ) ( / : arg0 ( ) ( / ) : arg2 ( ) ( / ) : arg1 ( ) ( / : arg0 ( ) ( / ) ) ) ),پس شما به ايشان توصيه کنيد که حساب کنند.,( / : arg0 ( / ) : arg1 ( / ) : arg2 ( / : arg0 ) )
942,"They adore figures , and that will please them .",( / : ( / : arg0 ( / ) : arg1 ( / ) ) : ( / : arg1 : ( / ) ) ),这样 会 使 他们 很 高兴 ， 因为 他们 非常 喜欢 数目字 。,( / : ( ) ( / : arg0 ( ) ( / : arg0 ( ) ( / ) : ( ) ( / ) : ( ) ( / ) ) ) : arg1 ( ) ( / : arg0 ( ) ( / ) : ( ) ( / ) : arg1 ( ) ( / ) ) ),ايشان ارقام را بسيار دوست دارند و از حساب کردن خوششان می‌آيد.,( / : ( / : arg0 ( / ) : arg1 ( / ) : ( / ) ) : ( / : arg0 ( / : ( / ) ) : arg1 ( / : arg0 ) ) )
943,But do not waste your time on this extra task .,( / : arg2 ( / : : : arg0 ( / ) : arg1 ( / : ) : arg2 ( / : mod ( / ) : mod ( / ) ) ) ),可是 你们 无须 浪费 时间 去 做 这 种 乏味 的 连篇累牍 的 演算 。,( / : arg2 ( ) ( / : arg0 ( ) ( / : arg0 ( ) ( / ) : arg1 ( ) ( / ) : ( ) ( / : arg0 ( ) ( / ) : arg1 ( ) ( / : mod ( ) ( / ) : mod ( ) ( / ) : mod ( ) ( / ) : ( ) ( / ) ) ) ) ) ),اما شما وقت خود را صرف اين تکليف شاق نکنيد.,( / : arg2 ( / : : : arg0 ( / ) : arg1 ( / : ) : arg2 ( / : mod ( / ) : mod ( / ) ) ) )
944,It is unnecessary .,( / ( / ) ),这 没有 必要 。,( / ( ) ( / ) ( ) ( / ) ( ) ( / ) ),بيفايده است.,( / )
945,"You have , I know , confidence in me .",( / : arg0 ( / ) : ( / ) : ( / : arg0 ) ),你们 可以 完全 相信 我 。,( / : arg0 ( ) ( / : arg0 ( ) ( / ) : ( ) ( / ) : ( ) ( / ) ) ),شما که به من اعتماد داريد.,( / : arg0 ( / ) : ( / ) )
946,"When the little prince arrived on the Earth , he was very much surprised not to see any people .",( / : arg0 ( / : polarity - : arg0 : arg1 ( / : ( / ) ) ) : arg1 ( / : mod ( / ) ) : ( / : ( / ) ) : time ( / : arg1 : ( / : : ( / : ) ) ) ),小 王子 到 了 地球 上 感到 非常 奇怪 ， 他 一 个 人 也 没有 看到 ，,( / : arg0 ( ) ( / : mod ( ) ( / ) ) : arg1 ( ) ( / : arg0 ( ) ( / ) : arg1 ( ) ( / : arg1 ( ) ( / : ( ) ( / ) : ( ) ( / ) ) : mod ( ) ( / ) : polarity ( ) ( / - ) : arg0 ( ) ( / ) ) : ( ) ( / ) ) : time ( ) ( / : arg0 ( ) ( / ) : ( ) ( / ) : arg1 ( ) ( / ) ) ),باری، شازده کوچولو وقتی به زمين رسيد از اينکه کسی را نديد متعجب شد.,( / : arg0 ( / : polarity - : arg0 : arg1 ( / ) ) : arg1 ( / : mod ( / ) ) : time ( / : arg1 : ( / : : ( / ) ) ) )
947,"He was beginning to be afraid he had come to the wrong planet , when a coil of gold , the color of the moonlight , flashed across the sand .",( / : arg0 ( / ) : arg1 ( / : arg0 : arg1 ( / : arg1 : ( / : ( / ) ) ) ) : time ( / : arg1 ( / : mod ( / : mod ( / : ( / : arg0 ( / ) ) ) ) ) : ( / : ( / ) ) ) ),他 正 担心 自己 跑错 了 星球 。 这时 ， 在 沙地 上 有 一 个 月光色 的 圆环 在 蠕动 。,( / : ( ) ( / : arg0 ( ) ( / ) : arg1 ( ) ( / : arg0 ( ) ( / ) : ( ) ( / ) : arg1 ( ) ( / ) ) ) : ( ) ( / : time ( ) ( / ) : arg0 ( ) ( / : mod ( ) ( / : ( ) ( / ) : ( ) ( / ) ) ) : mod ( ) ( / ) : ( ) ( / ) ) ),می‌ترسيد نکند سياره را عوضی گرفته باشد که ناگاه چنبری به رنگ ماه در لای شنها تکان خورد.,( / : arg0 ( / ) : arg1 ( / : arg0 : arg1 ( / ) : ( / ) ) : time ( / : arg0 ( / : mod ( / : ( / ) ) ) : ( / : ( / ) ) ) )
948,""" Good evening , "" said the little prince courteously .",( / : arg0 ( / : mod ( / ) ) : arg1 ( / : ( / ) ) : manner ( / ) ),小 王子 毫 无 把握 地 随便 说 了 声 ： “ 晚安 。 ”,( / : arg0 ( ) ( / : mod ( ) ( / ) ) : arg1 ( ) ( / ) : manner ( ) ( / ) : manner ( ) ( / ) ),شازده کوچولو بيهوا گفت: شب به‌خير!,( / : arg0 ( / : mod ( / ) ) : arg1 ( / : ( / ) ) : manner ( / ) )
949,""" Good evening , "" said the snake .",( / : arg0 ( / ) : arg1 ( / : ( / ) : ( / ) ) ),“ 晚安 。 ” 蛇 说道 。,( / : arg0 ( ) ( / ) : arg1 ( ) ( / ) ),مار گفت: شب به‌خير!,( / : arg0 ( / ) : arg1 ( / : ( / ) ) )
