id,en_sent,en_amr,cn_sent,cn_amr,fa_sent,fa_amr
557,"And you will see how well I am obeyed . """,( / : ( / ) : ( / : ( / ) : ( / : ( / ) ) ) ),你 将 看到 我 的 命令 一定 会 被 服从 的 。 ”,( / : ( ) ( / : ( ) ( / ) : ( ) ( / ) : ( ) ( / : ( ) ( / : ( ) ( / : ( ) ( / : ( ) ( / ) ) ) : ( ) ( / ) ) : ( ) ( / ) ) ) ),آن وقت خواهی ديد که فرمان من چگونه اجرا می‌شود.,( / : ( / ) : ( / : ( / : ( / ) : ( / ) ) ) : ( / : ( / ) ) )
558,The little prince yawned .,( / : ( / : ( / ) ) ),小 王子 又 打 起 哈欠 来 了 。,( / : ( ) ( / : ( ) ( / ) ) : ( ) ( / ) : ( ) ( / ) ),شازده کوچولو خميازه کشيد.,( / : ( / : ( / ) ) )
559,He was regretting his lost sunset .,( / : ( / ) : ( / : : ( / ) ) ),他 遗憾 没有 看到 日落 。,( / : ( ) ( / ) : ( ) ( / : ( ) ( / ) : ( ) ( / ) ) ),متاسف بود که غروب خورشيدش را نديد.,( / : ( / ) : ( / : : : ( / : ( / : ) ) ) )
560,"And then , too , he was already beginning to be a little bored .",( / : ( / : ( / : ( / ) : ( / ) ) : ( / ) ) ),他 有点 厌烦 了 ，,( / : ( ) ( / ) : ( ) ( / ) : ( ) ( / ) ),از اين گذشته قدری هم کسل شده بود.,( / : ( / ) : ( / ) )
561,""" I have nothing more to do here , "" he said to the king .",( / : ( / ) : ( / : : ( / : ( / ) ) : ( / ) ) : ( / ) ),他 对 国王 说 ： “ 我 没有 必要 再 呆 在 这儿 了 。,( / : ( ) ( / ) : ( ) ( / ) : ( ) ( / : ( ) ( / : ( ) ( / ) : ( ) ( / ) : ( ) ( / ) ) : ( ) ( / ) : ( ) ( / ) ) ),اين بود که به پادشاه گفت: من ديگر کاری در اينجا ندارم.,( / : ( / ) : ( / : : : ( / ) : ( / ) : ( / ) ) : ( / ) : ( / ) )
562,""" So I shall set out on my way again . """,( / : ( / : ( / ) : ( / : ) : ( / ) ) ),我 要 走 了 。 ”,( / : ( ) ( / : ( ) ( / : ( ) ( / ) : ( ) ( / ) ) ) ),می‌خواهم بروم!,( / : ( / ) : ( / : ) )
563,""" Do not go , "" said the king , who was very proud of having a subject .",( / : ( / : ( / : ( / : : ( / ) ) : ( / ) ) ) : ( / : : : ( / ) ) ),这 位 因为 刚刚 有 了 一 个 臣民 而 十分 骄傲 自得 的 国王 说道 ： “ 别 走 ，,( / : ( ) ( / : ( ) ( / : ( ) ( / ) : ( ) ( / : ( ) ( / : ( ) ( / ) : ( ) ( / ) ) : ( ) ( / ) : ( ) ( / ) ) ) : ( ) ( / ) : ( ) ( / ) ) : ( ) ( / : ( ) ( / ) ) ),پادشاه که از يافتن يک رعيت آن همه مغرور شده بود، در جواب گفت:نرو،,( / : ( / : ( / : ( / : : ( / : ) ) : ( / ) ) ) : ( / : : : ( / ) ) )
564,""" Do not go .",( / : : : ( / ) ),别 走 。,( / : ( ) ( / ) ),نرو!,( / : : : ( / ) )
565,"I will make you a Minister ! """,( / : ( / ) : ( / : ( / ) : ( / ) ) ),我 任命 你 当 大臣 。 ”,( / : ( ) ( / : ( ) ( / ) : ( ) ( / ) : ( ) ( / ) ) ),من تو را وزير خواهم کرد.,( / : ( / ) : ( / ) )
566,""" Minister of what ? """,( / : ( / ) ),“ 什么 大臣 ”,( / : ( ) ( / : ( ) ( / ) ) ),وزير چه؟,( / : ( / ) )
567,""" Minster of - - of Justice ! """,( / : ( / ) ),“ 嗯 … … 司法 大臣 ！ ”,( / : ( ) ( / : ( ) ( / ) : ( ) ( / : ( ) ( / ) : ( ) ( / ) ) ) ),وزير... وزير... دادگستری!,( / : ( / ) )
568,""" But there is nobody here to judge ! """,( / : ( / ) : ( / ) ),“ 可是 ， 这儿 没有 一 个 要 审判 的 人 。 ”,( / : ( ) ( / : ( ) ( / : ( ) ( / ) : ( ) ( / : ( ) ( / : ( ) ( / ) ) : ( ) ( / ) : ( ) ( / ) ) : ( ) ( / ) ) ) ),ولی در اينجا کسی نيست که محاکمه شود!,( / : ( / : : ( / ) : ( / ) ) )
569,""" We do not know that , "" the king said to him .",( / : ( / ) : ( / : ( / ) : ( / ) : ) : ( / ) ),“ 很 难 说 呀 ， ” 国王 说道 。,( / : ( ) ( / ) : ( ) ( / : ( ) ( / ) : ( ) ( / ) ) ),پادشاه گفت: از کجا معلوم؟,( / : ( / ) : ( / : ) )
570,""" I have not yet made a complete tour of my kingdom .",( / : : ( / ) : ( / : ) : ( / ) ),因此 我 还 没有 巡视 过 我 的 王国 呢 ！ ”,( / : ( ) ( / : ( ) ( / : ( ) ( / ) : ( ) ( / ) : ( ) ( / ) : ( ) ( / : ( ) ( / ) ) : ( ) ( / ) : ( ) ( / ) ) ) ),من که هنوز به دور کشور خود نگشته‌ام.,( / : : ( / ) : ( / : ) )
571,I am very old .,( / : ( / ) : ( / ) ),“ 我 很 老 了 ，,( / : ( ) ( / : ( ) ( / ) : ( ) ( / ) : ( ) ( / ) ) ),من خيلی پير شده‌ام.,( / : ( / ) : ( / : ( / ) ) )
572,There is no room here for a carriage .,( / : : ( / ) : ( / ) ),我 这 地方 又 小 ， 没有 放 銮驾 的 地方 ，,( / : ( ) ( / : ( ) ( / : ( ) ( / ) : ( ) ( / ) ) : ( ) ( / ) ) : ( ) ( / : ( ) ( / ) : ( ) ( / : ( ) ( / : ( ) ( / ) ) ) ) ),جای نگاهداری کالسکه ندارم,( / : : ( / ) : ( / : ( / : : ( / ) ) ) )
573,"And it tires me to walk . """,( / : ( / : ( / ) ) : ),另外 ， 一 走路 我 就 累 。,( / : ( ) ( / : ( ) ( / : ( ) ( / ) ) : ( ) ( / : ( ) ( / ) ) ) ),و پياده‌روی هم مرا خسته می‌کند.,( / : ( / ) : ( / ) : ( / ) )
574,""" Oh , but I have looked already ! "" said the little prince , turning around to give one more glance to the other side of the planet .",( / : ( / : ( / ) : ( / : : ( / : : : ( / : ( / ) : ( / ) ) : ( / ) ) ) ) : ( / : ( / : : ( / ) ) ) ),“ 噢 ！ 可是 我 已经 看 过 了 。 ” 小 王子 说道 ， 并 探身 朝 星球 的 那 一 侧 看 了 看 。,( / : ( ) ( / : ( ) ( / : ( ) ( / ) ) : ( ) ( / : ( ) ( / ) : ( ) ( / : ( ) ( / : ( ) ( / ) : ( ) ( / ) : ( ) ( / ) : ( ) ( / ) ) ) ) ) : ( ) ( / : ( ) ( / ) : ( ) ( / : ( ) ( / ) : ( ) ( / ) ) : ( ) ( / : ( ) ( / ) ) ) ),شازده کوچولو که خم شده بود تا باز نظری به آن سوی سياره بيندازد گفت: اوه! من خوب نگاه کردم،,( / : ( / : ( / ) : ( / : ( / : : ( / : ( / ) : ( / ) ) : ( / ) ) ) ) : ( / : : ( / ) ) )
575,"On that side , as on this , there was nobody at all ...",( / : ( / : ( / ) : ( / : ( / ) ) ) : ( / ) ),那边 也 没有 一 个 人 …,( / : ( ) ( / ) : ( ) ( / ) : ( ) ( / ) : ( ) ( / : ( ) ( / ) : ( ) ( / ) ) ),آن طرف هم کسی پيدا نمی‌شود...,( / : : ( / ) : ( / ) : ( / : ( / ) ) )
576,""" Then you shall judge yourself , "" the king answered .",( / : ( / ) : ( / : ( / : ( / ) : ) ) ),“ 那么 你 就 审判 你 自己 呀 ！ ” 国王 回答 他 说 。,( / : ( ) ( / ) : ( ) ( / ) : ( ) ( / : ( ) ( / : ( ) ( / ) : ( ) ( / : ( ) ( / : ( ) ( / ) ) ) ) : ( ) ( / ) ) ),پادشاه در جواب گفت: پس تو خودت را محاکمه خواهی کرد.,( / : ( / ) : ( / : ( / ) : ) )
577,""" that is the most difficult thing of all .",( / : ( / ) : ( / : ( / ) : ( / ) ) ),“ 这 可是 最 难 的 了 。,( / : ( ) ( / : ( ) ( / ) : ( ) ( / ) : ( ) ( / ) : ( ) ( / ) : ( ) ( / ) ) ),اين دشوارترين کار است.,( / : ( / ) : ( / ) : ( / ) : ( / ) )
578,It is much more difficult to judge oneself than to judge others .,( / : ( / : ( / ) ) : ( / : ( / ) : ) : ( / : ( / ) ) ),审判 自己 比 审判 别人 要 难 得 多 啊 ！,( / : ( ) ( / : ( ) ( / ) : ( ) ( / : ( ) ( / ) ) : ( ) ( / : ( ) ( / ) ) ) ),محاکمه خود از محاکمه ديگران مشکل‌تر است.,( / : ( / : ( / ) ) : ( / ) : ( / ) : ( / : ( / ) ) )
579,"If you succeed in judging yourself rightly , then you are indeed a man of true wisdom . """,( / : ( / ) : ( / : : ( / : : : ( / ) ) ) : ( / ) ),你 要是 能 审判 好 自己 ， 你 就 是 一 个 真正 有 才智 的 人 。 ”,( / : ( ) ( / : ( ) ( / : ( ) ( / : ( ) ( / ) : ( ) ( / ) : ( ) ( / ) ) ) : ( ) ( / : ( ) ( / : ( ) ( / ) : ( ) ( / ) ) : ( ) ( / ) : ( ) ( / ) : ( ) ( / ) ) ) ),تو اگر توانستی درباره خودت درست قضاوت کنی،‌ قاضی واقعی هستی.,( / : ( / ) : ( / ) : ( / : : ( / : : : ( / ) ) ) )
580,""" Yes , "" said the little prince , "" but I can judge myself anywhere .",( / : ( / : ( / ) ) : ( / : ( / : ( / : : : ( / ) ) ) ) ),“ 我 吗 ， 随便 在 什么 地方 我 都 可以 审度 自己 。,( / : ( ) ( / : ( ) ( / : ( ) ( / ) ) : ( ) ( / : ( ) ( / : ( ) ( / : ( ) ( / ) : ( ) ( / ) ) : ( ) ( / ) : ( ) ( / ) ) : ( ) ( / ) ) ) ),شازده کوچولو گفت: بله، اما من هر کجا باشم می‌توانم درباره خود قضاوت کنم.,( / : ( / : ( / ) ) : ( / : ( / : ( / : : : ( / : ( / ) ) ) ) ) )
581,I do not need to live on this planet .,( / : ( / ) : ( / : : ( / : ( / ) ) ) : ),我 没有 必要 留 在 这里 。 ”,( / : ( ) ( / : ( ) ( / ) : ( ) ( / : ( ) ( / ) : ( ) ( / ) ) ) ),ديگر چه نياز به اينکه در اينجا ساکن شوم.,( / : : ( / ) : ( / : : ( / ) ) : ( / ) )
582,""" Hum !",( / : ),“ 嗯,( / : ( ) ( / ) ),ها,( / : )
583,"Hum ! "" said the king .",( / : ( / ) : ( / : ) ),国王 又 说 ： “ 嗯 …,( / : ( ) ( / ) : ( ) ( / ) : ( ) ( / ) ),پادشاه گفت:ها... !...,( / : ( / ) : ( / : ) )
584,""" I have good reason to believe that somewhere on my planet there is an old rat .",( / : ( / ) : ( / : ( / ) : ( / : ( / : : ( / : ( / : ( / : ) ) : ( / ) ) ) ) ) ),我 想 ， 在 我 的 星球 上 有 一 只 老 耗子 。,( / : ( ) ( / ) : ( ) ( / : ( ) ( / : ( ) ( / ) ) : ( ) ( / : ( ) ( / ) : ( ) ( / ) : ( ) ( / ) ) ) ),من گمان می‌کنم که در گوشه‌ای از سياره من موش پيری هست.,( / : ( / ) : ( / : ( / ) : ( / : ( / : ) ) ) )
585,I hear him at night .,( / : ( / ) : ( / ) : ( / : ( / ) ) ),夜里 ， 我 听见 它 的 声音 。,( / : ( ) ( / ) : ( ) ( / : ( ) ( / ) ) : ( ) ( / ) ),من شبها صدايش را می‌شنوم.,( / : ( / ) : ( / : ( / ) ) : ( / ) )
586,You can judge this old rat .,( / : ( / : ( / ) : ( / : ( / ) : ( / ) ) ) ),你 可以 审判 它 ，,( / : ( ) ( / : ( ) ( / ) : ( ) ( / ) ) ),تو می‌توانی آن موش پير را محاکمه کنی.,( / : ( / ) : ( / : : ( / : ( / ) : ( / ) ) ) )
587,From time to time you will condemn him to death .,( / : ( / ) : ( / ) : ( / : ) : ( / ) ),不时 地 判处 它 死刑 。,( / : ( ) ( / ) : ( ) ( / ) : ( ) ( / ) ),هر چند وقت يک‌بار محکوم به اعدامش کن.,( / : : ( / ) : ( / ) : ( / : ) : ( / ) )
588,Thus his life will depend on your justice .,( / : ( / : ( / ) ) : ( / : ( / ) ) ),因此 它 的 生命 取决 于 你 的 判决 。,( / : ( ) ( / : ( ) ( / : ( ) ( / ) ) : ( ) ( / : ( ) ( / ) ) ) ),به اين ترتيب زندگی او بستگی به عدالت تو خواهد داشت.,( / : ( / : ( / ) ) : ( / : ( / ) ) )
589,But you will pardon him on each occasion ; for he must be treated thriftily .,( / : ( / ) : ( / ) : ( / : ( / ) ) : ( / : ( / : ( / : : ( / ) ) ) ) ),可是 ， 你 要 有 节制 地 使用 这 只 耗子 ， 每 次 判刑 后 都 要 赦免 它 ，,( / : ( ) ( / : ( ) ( / : ( ) ( / : ( ) ( / ) : ( ) ( / : ( ) ( / ) : ( ) ( / ) ) : ( ) ( / : ( ) ( / ) ) ) ) : ( ) ( / : ( ) ( / : ( ) ( / ) : ( ) ( / ) ) : ( ) ( / ) : ( ) ( / : ( ) ( / : ( ) ( / ) : ( ) ( / ) ) ) ) ) ),ولی تو بايد هر بار او را ببخشی تا از دستش ندهی.,( / : ( / : : ( / ) : ( / ) : ( / : : : ) : ( / : ( / ) ) ) )
590,"He is the only one we have . """,( / : ( / ) : ( / ) : ( / : ( / ) ) ),因为 只有 这 一 只 耗子 。 ”,( / : ( ) ( / : ( ) ( / : ( ) ( / : ( ) ( / ) : ( ) ( / ) : ( ) ( / ) ) : ( ) ( / ) ) ) ),يکی که بيشتر نيست.,( / : ( / ) )
591,""" I , "" replied the little prince , "" do not like to condemn anyone to death .",( / : ( / : ( / ) ) : ( / : : : ( / : : ( / ) : ( / : ) ) ) ),“ 可是 我 不 愿 判 死刑 ， ” 小 王子 回答 道 。,( / : ( ) ( / : ( ) ( / ) ) : ( ) ( / : ( ) ( / : ( ) ( / ) : ( ) ( / ) : ( ) ( / : ( ) ( / ) : ( ) ( / ) ) ) ) ),شازده کوچولو جواب داد:من دوست ندارم کسی را به اعدام محکوم کنم.,( / : ( / : ( / ) ) : ( / : : : ( / : : ( / ) : ( / : ) ) ) )
592,"And now I think I will go on my way . """,( / : ( / ) : ( / : : ( / : ) ) : ( / ) ),我 想 我 还是 应该 走 。 ”,( / : ( ) ( / : ( ) ( / ) : ( ) ( / : ( ) ( / : ( ) ( / ) ) : ( ) ( / ) ) ) ),ديگر مثل اينکه بايد بروم.,( / : ( / : ( / ) ) : ( / ) : ( / ) )
593,""" No , "" said the king .",( / : ( / ) : ( / ) ),“ 不 行 。 ” 国王 说 。,( / : ( ) ( / ) : ( ) ( / : ( ) ( / ) ) ),پادشاه گفت: نه، نه!,( / : ( / ) : ( / ) )
594,"But the little prince , having now completed his preparations for departure , had no wish to grieve the old monarch .",( / : : ( / : ( / ) : ( / : ( / : : ( / : ) ) : ( / ) ) ) : ( / : : ( / : ( / ) ) ) ),但是 小 王子 ， 准备 完毕 之后 ， 不 想 使 老 君主 难过 ，,( / : ( ) ( / : ( ) ( / : ( ) ( / ) ) : ( ) ( / ) : ( ) ( / : ( ) ( / : ( ) ( / ) ) : ( ) ( / : ( ) ( / ) ) ) : ( ) ( / : ( ) ( / : ( ) ( / : ( ) ( / ) ) ) ) ) ),ولی شازده کوچولو که ساز سفر ديده بود،‌ ديگر نخواست مزاحم سلطان پير شود,( / : : ( / : ( / ) : ( / : ( / : ) ) ) : ( / : : ( / : ( / ) ) ) : ( / ) )
595,""" If Your Majesty wishes to be promptly obeyed , "" he said , "" he should be able to give me a reasonable order .",( / : ( / ) : ( / : ( / : ( / : ( / : ( / : ) ) ) : : ( / : ( / ) ) ) : ( / : : ( / : : ( / ) ) ) ) ),说道 ： “ 如果 国王 陛下 想要 不折不扣 地 得到 服从 ， 你 可以 给 我 下 一 个 合理 的 命令 。,( / : ( ) ( / : ( ) ( / : ( ) ( / : ( ) ( / : ( ) ( / ) ) ) : ( ) ( / : ( ) ( / ) : ( ) ( / ) ) ) : ( ) ( / : ( ) ( / : ( ) ( / : ( ) ( / ) : ( ) ( / ) : ( ) ( / ) : ( ) ( / ) ) ) ) ) ),او گفت: اگر اعليحضرت بخواهند که فرمانشان بی‌چون و چرا اجرا شود، بهتر آنکه فرمان عاقلانه‌ای صادر کنند.,( / : ( / ) : ( / : ( / : : ( / : ( / ) ) ) : ( / : ( / ) : ( / : ( / : ) : ( / ) ) ) ) )
596,"He should be able , for example , to order me to be gone by the end of one minute .",( / : ( / : ( / : ( / ) : ( / ) : ( / : : ( / : ( / : ( / : : ( / ) ) ) ) ) ) ) ),比如 说 ， 你 可以 命令 我 ， 一 分钟 之内 必须 离开 。,( / : ( ) ( / : ( ) ( / : ( ) ( / ) : ( ) ( / ) : ( ) ( / : ( ) ( / : ( ) ( / : ( ) ( / : ( ) ( / ) : ( ) ( / ) ) ) : ( ) ( / ) ) ) ) ) ),مثلا به من بفرمايند که يک دقيقه نشده از اينجا بروم.,( / : ( / : : ( / ) : ( / ) : ( / : : ( / ) : ( / : ( / : : ( / ) ) ) ) ) )
597,"It seems to me that conditions are favorable ... """,( / : ( / : ( / ) ) : ( / ) ),我 认为 这个 条件 是 成熟 的 … ”,( / : ( ) ( / : ( ) ( / ) : ( ) ( / : ( ) ( / : ( ) ( / ) ) : ( ) ( / ) ) ) ),فکر می‌کنم که وضع هم مساعد باشد...,( / : ( / ) : ( / : ( / ) ) )
598,"As the king made no answer , the little prince hesitated a moment .",( / : ( / : ( / ) ) : ( / ) : ( / : ( / : : ( / ) ) ) ),国王 什么 也 没有 回答 。 起初 ， 小 王子 有些 犹疑不决 ，,( / : ( ) ( / : ( ) ( / ) : ( ) ( / ) : ( ) ( / ) : ( ) ( / ) ) : ( ) ( / : ( ) ( / : ( ) ( / : ( ) ( / ) ) : ( ) ( / ) ) ) ),چون پادشاه جوابی نداد، شازده کوچولو ابتدا دودل ماند،,( / : ( / : ( / ) ) : ( / ) : ( / : ( / : : ( / ) ) ) )
599,"Then , with a sigh , he took his leave .",( / : ( / : ( / ) ) : ( / : ) : ( / ) ),随后 叹 了 口气 ， 就 离开 了 …,( / : ( ) ( / : ( ) ( / ) ) : ( ) ( / : ( ) ( / ) : ( ) ( / ) ) ),سپس آهی کشيد و براه افتاد.,( / : ( / : ( / ) ) : ( / : ) )
600,""" I made you my Ambassador , "" the king called out , hastily .",( / : ( / ) : ( / : : ( / : ( / ) : : ( / ) ) ) : ( / ) ),“ 我 派 你 当 我 的 大使 。 ” 国王 匆忙 地 喊道 。,( / : ( ) ( / ) : ( ) ( / ) : ( ) ( / : ( ) ( / ) : ( ) ( / ) : ( ) ( / : ( ) ( / ) : ( ) ( / : ( ) ( / ) ) ) ) ),آن وقت پادشاه دستپاچه شد و داد زد: من تو را سفير خود می‌کنم!,( / : ( / : ( / ) : ( / ) ) : ( / : : ( / : : ( / ) : ( / : ) ) ) : ( / : ( / ) ) )
601,He had a magnificent air of authority .,( / : ( / ) : ( / : ( / ) : ( / ) ) ),国王 显出 非常 有 权威 的 样子 。,( / : ( ) ( / ) : ( ) ( / : ( ) ( / : ( ) ( / : ( ) ( / ) : ( ) ( / ) : ( ) ( / ) ) ) ) ),و لحنی بسيار مقتدرانه داشت.,( / : ( / ) : ( / : ( / : ( / ) ) ) )
602,""" The grown - ups are very strange , "" the little prince said to himself , as he continued on his journey .",( / : ( / : ( / ) ) : ( / : ( / ) : ( / ) ) : : ( / : : ( / : ) ) ),小 王子 在 旅途 中 自言自语 地 说 ： “ 这些 大人 真 奇怪 。 ”,( / : ( ) ( / : ( ) ( / ) ) : ( ) ( / ) : ( ) ( / ) : ( ) ( / : ( ) ( / : ( ) ( / ) ) : ( ) ( / ) ) ),"شازده کوچولو در راه با خود گفت: ""اين آدم‌بزرگها چه عجيبند!""",( / : ( / : ( / ) ) : ( / : ( / ) : ( / ) ) : : ( / ) )
603,Chapter 11 .,( / : ),XI 。,( / ),فصل ۱۱,( / : )
604,The second planet was inhabited by a conceited man .,( / : ( / : ( / ) ) : ( / : ( / : ) ) ),第二 个 行星 上 住 着 一 个 爱 虚荣 的 人 。,( / : ( ) ( / : ( ) ( / : ( ) ( / ) ) : ( ) ( / ) : ( ) ( / ) ) : ( ) ( / ) : ( ) ( / : ( ) ( / : ( ) ( / ) ) : ( ) ( / ) ) ),در سياره دوم خودپسندی منزل داشت.,( / : ( / ) : ( / : ( / : ) ) )
605,""" Ah !",( / : ),“ 喔唷 ！,( / : ( ) ( / : ( ) ( / ) ) ),به! به!,( / : )
606,Ah !,( / : ),“ 喔唷 ！,( / : ( ) ( / : ( ) ( / ) ) ),به! به!,( / : )
607,"I am about to receive a visit from an admirer ! "" he exclaimed from afar , when he first saw the little prince coming .",( / : ( / ) : ( / : : ( / : ( / : ) ) : ( / ) ) : ( / : : ( / : ( / : ( / ) ) ) : ( / : ) ) : ( / : ( / ) ) ),一 个 崇拜 我 的 人 来 拜访 了 ！ ” 这个 爱 虚荣 的 人 一 见到 小 王子 ， 老远 就 叫喊 起来 。,( / : ( ) ( / : ( ) ( / : ( ) ( / : ( ) ( / ) ) : ( ) ( / ) ) : ( ) ( / : ( ) ( / ) ) ) : ( ) ( / : ( ) ( / ) : ( ) ( / ) : ( ) ( / : ( ) ( / : ( ) ( / : ( ) ( / ) ) : ( ) ( / ) : ( ) ( / ) ) : ( ) ( / : ( ) ( / ) : ( ) ( / ) : ( ) ( / ) ) ) ) ),خودپسند همينکه شازده کوچولو را ديد، از دور فرياد برآورد: اين هم ستايشگری که به ديدن من می‌آيد!,( / : ( / ) : ( / : ( / ) : ( / : ( / : : ) ) ) : ( / : ( / ) ) : ( / : : ( / : ( / ) ) ) )
608,"For , to conceited men , all other men are admirers .",( / : ( / : ( / ) ) : ( / : ( / ) : ( / : ( / ) : ( / ) ) ) ),在 那些 爱 虚荣 的 人 眼 里 ， 别人 都 成 了 他们 的 崇拜者 。,( / : ( ) ( / ) : ( ) ( / ) : ( ) ( / ) : ( ) ( / : ( ) ( / ) ) : ( ) ( / : ( ) ( / : ( ) ( / : ( ) ( / ) ) : ( ) ( / ) ) ) ),چون برای خودپسندان، مردم ديگر همه ستايشگرند.,( / : ( / ) : ( / : ( / : ( / ) : ( / ) ) ) )
609,""" Good morning , "" said the little prince .",( / : ( / : ( / ) ) : ( / : ( / ) ) ),“ 你 好 ！ ” 小 王子 说道 。,( / : ( ) ( / : ( ) ( / ) ) : ( ) ( / : ( ) ( / ) : ( ) ( / ) ) ),شازده کوچولو گفت: سلام آقا،,( / : ( / : ( / ) ) : ( / : : ( / ) ) )
610,""" That is a queer hat you are wearing . """,( / : ( / ) : ( / ) : ( / ) ),“ 你 的 帽子 很 奇怪 。 ”,( / : ( ) ( / : ( ) ( / : ( ) ( / ) ) : ( ) ( / ) ) ),شما چه کلاه عجيبی داريد!,( / : ( / ) : ( / : ( / ) : ( / ) ) )
611,""" It is a hat for salutes , "" the conceited man replied .",( / : ( / : ( / ) ) : ( / : ( / : ) : ( / ) ) ),“ 这 是 为了 向 人 致意 用 的 。 ” 爱 虚荣 的 人 回答 道 ，,( / : ( ) ( / : ( ) ( / : ( ) ( / ) ) ) : ( ) ( / : ( ) ( / ) : ( ) ( / : ( ) ( / ) ) : ( ) ( / ) ) ),خودپسند در جواب گفت: اين کلاه برای سلام دادن است،,( / : ( / ) : ( / : ( / ) : ( / ) ) )
612,""" It is to raise in salute when people acclaim me .",( / : ( / ) : ( / : : ( / : ( / : ( / ) : ( / ) ) : ) ) ),“ 当 人们 向 我 欢呼 的 时候 ， 我 就 用 帽子 向 他们 致意 。,( / : ( ) ( / : ( ) ( / ) : ( ) ( / ) : ( ) ( / ) : ( ) ( / : ( ) ( / ) : ( ) ( / ) ) : ( ) ( / ) ) ),سلام دادن به کسانی که برای من دست می‌زنند.,( / : ( / : ( / : ( / : ( / ) ) ) ) )
613,"Unfortunately , nobody at all ever passes this way . """,( / : ( / : ( / ) ) : ( / : ( / ) ) : ( / : ) : ( / ) ),可惜 ， 没有 一 个 人 经过 这里 。 ”,( / : ( ) ( / : ( ) ( / : ( ) ( / : ( ) ( / ) : ( ) ( / ) ) : ( ) ( / ) : ( ) ( / ) ) ) ),بدبختانه هيچوقت کسی از اينجا عبور نمی‌کند.,( / : : ( / ) : ( / ) : ( / ) )
614,""" Yes ? "" said the little prince , who did not understand what the conceited man was talking about .",( / : ( / : ( / ) : ( / : ( / : ( / : ( / : ( / ) ) ) ) : ) ) : ( / : ) ),小 王子 不 解 其 意 。 说道 ： “ 啊 ？ 是 吗 ？ ”,( / : ( ) ( / : ( ) ( / : ( ) ( / ) ) : ( ) ( / ) : ( ) ( / : ( ) ( / ) ) ) : ( ) ( / : ( ) ( / ) : ( ) ( / : ( ) ( / : ( ) ( / ) ) : ( ) ( / : ( ) ( / ) ) ) ) ),شازده کوچولو که نفهميد، گفت: بله؟,( / : ( / : ( / ) : ( / : ) ) : ( / : ) )
615,""" Clap your hands , one against the other , "" the conceited man now directed him .",( / : ( / : ( / ) ) : ( / ) : ( / : : : ( / : ) : ( / : : ( / : : ) : ( / : : ( / : ) ) ) ) : ( / ) ),爱 虚荣 的 人 向 小 王子 建议 道 ： “ 你 用 一 只 手 去 拍 另 一 只 手 。 ”,( / : ( ) ( / : ( ) ( / : ( ) ( / ) ) ) : ( ) ( / : ( ) ( / ) ) : ( ) ( / : ( ) ( / ) : ( ) ( / : ( ) ( / ) : ( ) ( / ) ) : ( ) ( / : ( ) ( / : ( ) ( / ) : ( ) ( / ) : ( ) ( / ) ) ) ) ),خودپسند به او توصيه کرد که: دست بزن!,( / : ( / ) : ( / ) : ( / : : ) )
616,The little prince clapped his hands .,( / : ( / : ( / ) ) : ( / : ) ),小 王子 就 拍 起 巴掌 来 。,( / : ( ) ( / ) : ( ) ( / : ( ) ( / ) ) : ( ) ( / ) ),شازده کوچولو دست زد.,( / : ( / : ( / ) ) )
617,The conceited man raised his hat in a modest salute .,( / : ( / : ( / ) ) : ( / : ) : ( / : : ( / ) : ) ),这 位 爱 虚荣 者 就 谦逊 地 举起 帽子 向 小 王子 致意 。,( / : ( ) ( / : ( ) ( / : ( ) ( / ) ) : ( ) ( / ) : ( ) ( / ) ) : ( ) ( / ) : ( ) ( / : ( ) ( / : ( ) ( / ) ) ) : ( ) ( / ) : ( ) ( / ) ),خودپسند با فروتنی کلاه از سر برداشت و سلام داد.,( / : ( / : ( / ) : ( / ) : ( / ) ) : ( / : ) )
618,""" This is more entertaining than the visit to the king , "" the little prince said to himself .",( / : ( / : ( / ) ) : ( / : ( / ) : ( / ) : ( / : ( / ) ) ) : ),小 王子 心想 ： “ 这 比 访问 那 位 国王 有趣 。 ”,( / : ( ) ( / : ( ) ( / ) ) : ( ) ( / : ( ) ( / ) : ( ) ( / : ( ) ( / : ( ) ( / ) : ( ) ( / ) ) ) ) ),شازده کوچولو در دل با خود گفت: اين ديدار از ديدار پادشاه جالب‌تر است.,( / : ( / : ( / ) ) : ( / : ( / : ( / ) ) : ( / ) : ( / ) : ( / : ( / ) ) ) : : ( / : ( / ) ) )
619,"And he began again to clap his hands , one against the other .",( / : ( / ) : ( / : : ( / : ) : ( / : : ( / : : ) : ( / : : ( / : ) ) ) ) : ( / ) ),于是 他 又 拍 起 巴掌 来 。,( / : ( ) ( / : ( ) ( / ) : ( ) ( / ) : ( ) ( / ) ) ),و دوباره شروع به دست‌زدن کرد.,( / : ( / ) : ( / : ) : ( / ) )
620,The conceited man against raised his hat in salute .,( / : ( / : ( / ) ) : ( / ) : ( / ) : ( / : : ) ),爱 虚荣者 又 举起 帽子 来 向 他 致意 。,( / : ( ) ( / : ( ) ( / : ( ) ( / ) ) ) : ( ) ( / ) : ( ) ( / ) : ( ) ( / : ( ) ( / ) ) ),خودپسند نيز با بلندکردن کلاه خود سلام دادن را از سر گرفت.,( / : ( / ) : ( / : ) : ( / : : ( / : ) ) )
